player,team,age,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies
P.J. Higgins,Cincinnati Reds,33,1,0,0,2,0,0,0,0,1,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.700,0,0,0,0,0,0.00,.---,10.00,1,-.--,9.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Grant Holman,Philadelphia Phillies,26,1,0,1,1,5,1,0,0,0,1,0,4,0,.667,6,.714,.833,1.547,0,1,1.000,.000,0,34,0.00,0.1,0,0,0,0,0,0,0,15.00,7,1,1,0,0,21,.620,0,0,1,0,5,1.00,.---,102.00,0,0.00,0.00,27.00,108.00,135.00,0.00,2,2,0,0,0
Troy Johnston,Colorado Rockies,29,2,0,3,3,0,0,0,0,0,1,0,1,1,.143,7,.333,.143,.476,0,0,.---,.---,0,35,0.00,2.0,0,0,0,0,0,0,0,1.00,9,6,2,0,0,24,.690,1,0,0,0,1,1.00,.---,17.50,2,0.00,0.00,4.50,4.50,0.00,0.00,1,0,0,0,0
Antoine Kelly,Chicago Cubs,26,1,0,2,0,0,0,0,0,1,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,.---,1,18,0.00,1.1,0,0,0,0,0,0,0,0.75,4,4,1,0,0,10,.560,0,0,0,0,0,2.00,.---,13.50,1,1.00,6.75,6.75,0.00,0.00,0.00,2,0,0,0,0
Brooks Kriske,Athletics,32,2,0,2,4,0,0,0,0,2,1,0,2,0,.200,10,.273,.200,.473,0,0,.---,.---,0,38,0.00,2.2,0,0,0,0,0,0,0,1.13,11,8,2,0,0,25,.660,0,0,0,0,2,0.50,.---,14.25,1,2.00,6.75,3.38,6.75,0.00,0.00,1,0,0,0,0
Luke Maile,Kansas City Royals,35,1,0,1,2,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,8,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.630,0,0,0,0,0,0.50,.---,8.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Justin Martinez,Arizona Diamondbacks,24,12,0,11,7,2,0,1,0,15,6,0,5,1,.135,37,.267,.189,.456,2,3,.600,.400,0,186,0.00,11.1,3,0,0,0,1,0,0,0.97,45,34,12,0,0,112,.600,1,0,1,0,7,1.57,1.000,16.41,2,2.50,11.91,4.76,3.97,1.59,0.00,3,1,0,0,1
Reese McGuire,Chicago White Sox,31,1,0,0,3,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,8,.890,0,0,0,0,0,0.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Jake Meyers,Houston Astros,30,1,0,3,0,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,5,.560,0,0,0,0,0,3.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Noah Murdock,Pittsburgh Pirates,27,3,0,3,2,0,0,0,0,4,3,0,3,0,.273,11,.400,.273,.673,0,0,.---,.---,1,64,0.00,3.1,0,0,0,0,0,0,0,1.80,15,10,3,0,0,38,.590,0,0,1,0,3,1.50,.---,19.20,1,1.33,10.80,8.10,8.10,0.00,0.00,6,3,0,0,1
Austin Peterson,Cleveland Guardians,26,1,0,3,1,0,0,0,0,3,0,0,1,0,.125,8,.125,.125,.250,0,0,.---,.---,0,31,0.00,2.0,0,0,0,0,0,0,0,0.50,8,6,1,0,0,20,.650,0,0,0,0,1,3.00,.---,15.50,1,-.--,13.50,0.00,4.50,0.00,0.00,0,0,0,0,0
José Rodríguez,Toronto Blue Jays,24,2,0,1,4,0,1,0,0,3,0,0,2,0,.200,10,.200,.300,.500,0,0,.---,.---,0,41,0.00,2.2,0,0,0,0,0,0,0,0.75,10,8,2,0,0,26,.630,0,0,0,0,3,0.25,.---,15.38,0,-.--,10.13,0.00,6.75,0.00,0.00,3,0,0,0,0
Jake Rogers,Detroit Tigers,31,3,0,2,2,0,1,0,0,3,1,0,3,1,.300,10,.417,.400,.817,0,0,.---,.---,0,43,0.00,2.1,0,0,0,0,0,0,0,1.71,12,7,3,0,0,23,.530,1,0,0,0,4,1.00,.---,18.43,3,3.00,11.57,3.86,11.57,0.00,0.00,3,0,0,0,0
Josh Rojas,Kansas City Royals,32,1,0,1,2,0,0,0,0,0,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,.---,0,13,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,7,.540,0,0,0,0,1,0.50,.---,13.00,1,-.--,0.00,0.00,9.00,0.00,0.00,0,0,0,0,0
Dylan Ross,New York Mets,25,1,0,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,11,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.640,0,0,0,0,0,2.00,.---,11.00,0,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Yacksel Ríos,Chicago Cubs,33,1,0,1,2,0,0,0,0,2,0,0,0,0,.000,5,.000,.000,.000,0,0,.---,.---,0,13,0.00,1.2,0,0,0,0,0,0,0,0.00,5,5,1,0,0,10,.770,0,0,0,0,0,0.50,.---,7.80,1,-.--,10.80,0.00,0.00,0.00,0.00,0,0,0,0,0
Clarke Schmidt,New York Yankees,30,1,0,0,0,0,0,0,0,2,0,0,2,0,.500,4,.500,.500,1.000,0,1,1.000,.000,0,24,0.00,0.2,0,0,0,0,0,0,0,3.00,4,2,1,0,0,13,.540,0,0,0,0,2,-.--,.---,36.00,0,-.--,27.00,0.00,27.00,0.00,0.00,0,0,0,0,0
Max Schuemann,New York Yankees,29,1,0,1,2,0,0,0,0,0,1,0,1,0,.250,4,.400,.250,.650,0,0,.---,.---,0,14,0.00,1.0,0,0,0,0,0,0,0,2.00,5,3,1,0,0,7,.500,0,0,0,0,1,0.50,.---,14.00,1,0.00,0.00,9.00,9.00,0.00,0.00,0,0,0,0,0
Zack Short,New York Mets,31,1,0,1,2,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,7,.700,0,0,0,0,0,0.50,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
Garrett Stallings,Milwaukee Brewers,28,6,0,8,17,0,1,0,0,17,5,0,4,0,.087,46,.176,.109,.285,0,1,1.000,.000,0,194,0.00,14.0,0,0,1,1,0,0,0,0.64,51,42,6,0,0,126,.650,0,0,0,0,5,0.47,.---,13.86,4,3.40,10.93,3.21,2.57,0.00,0.00,1,1,0,0,0
Gary Sánchez,Milwaukee Brewers,33,2,0,4,2,0,0,0,0,0,0,0,4,0,.400,10,.400,.400,.800,0,0,.---,.---,0,33,0.00,2.0,0,0,0,0,0,0,0,2.00,10,6,2,0,0,20,.610,0,0,0,0,4,2.00,.---,16.50,2,-.--,0.00,0.00,18.00,0.00,0.00,0,0,0,0,0
Bryan Torres,St. Louis Cardinals,28,1,0,0,6,0,0,0,0,0,1,0,1,0,.143,7,.250,.143,.393,0,0,.---,.---,0,18,0.00,2.0,0,0,0,0,0,0,0,1.00,8,6,1,0,0,10,.560,0,0,0,0,1,0.00,.---,9.00,1,0.00,0.00,4.50,4.50,0.00,0.00,0,0,0,0,0
Vince Velasquez,Chicago Cubs,34,2,0,3,6,0,1,0,0,1,0,0,1,0,.091,11,.091,.182,.273,0,0,.---,.---,0,43,0.00,3.1,0,0,0,0,0,0,0,0.30,11,10,2,0,0,29,.670,0,0,1,0,2,0.50,.---,12.90,2,-.--,2.70,0.00,2.70,0.00,0.00,1,1,0,0,0
Cameron Weston,Baltimore Orioles,25,1,0,1,0,0,0,0,0,1,1,0,0,0,.000,2,.333,.000,.333,0,0,.---,.---,1,17,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,11,.650,0,0,0,0,0,1.00,.---,17.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0
Guillo Zuñiga,New York Mets,27,1,0,0,2,0,0,0,0,1,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,.---,0,18,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,11,.610,0,0,0,0,0,0.00,.---,18.00,0,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0
Matt Brash,Seattle Mariners,28,20,0,16,16,2,2,0,0,15,6,1,8,3,.151,53,.270,.189,.459,1,0,.000,1.000,1,262,0.54,16.2,3,0,0,2,6,2,1,0.84,64,50,20,0,0,155,.590,3,0,1,0,10,1.00,1.000,15.72,1,2.50,8.10,3.24,4.32,1.08,0.00,8,2,0,1,1
Robert Suarez,Atlanta Braves,35,31,0,36,31,2,1,0,1,26,6,0,21,0,.184,114,.225,.219,.444,0,3,1.000,.000,4,466,0.56,32.0,4,0,4,5,12,1,2,0.84,121,96,31,0,0,308,.660,0,0,1,0,25,1.16,1.000,14.56,6,4.33,7.31,1.69,5.91,0.56,0.28,8,1,1,0,0
Josh Hader,Houston Astros,32,44,0,29,46,4,4,0,1,55,11,0,17,0,.116,147,.177,.163,.340,0,2,1.000,.000,0,632,0.83,43.1,4,1,26,26,0,0,4,0.65,158,130,44,0,0,439,.690,0,0,1,0,24,0.63,.800,14.58,36,5.00,11.42,2.28,3.53,0.83,0.21,3,0,0,0,0
Derek Law,Arizona Diamondbacks,35,7,1,10,8,1,2,0,0,5,2,0,8,1,.267,30,.324,.333,.657,1,0,.000,1.000,2,155,1.00,9.0,0,0,0,0,0,0,1,1.11,34,27,7,0,0,90,.580,1,0,0,0,10,1.25,.---,17.22,1,2.50,5.00,2.00,8.00,1.00,0.00,3,2,0,0,1
Hagen Smith,Chicago White Sox,22,16,1,19,18,4,2,0,1,38,15,0,9,0,.107,84,.242,.167,.409,0,1,1.000,.000,1,418,1.07,25.1,3,2,0,0,1,0,3,0.95,99,76,16,0,0,259,.620,0,0,2,0,14,1.06,.600,16.50,1,2.53,13.50,5.33,3.20,1.42,0.36,8,0,0,0,0
Alimber Santa,Houston Astros,23,10,0,19,17,6,1,0,1,9,6,0,8,0,.160,50,.237,.240,.477,1,0,.000,1.000,1,238,1.17,15.1,0,1,0,0,0,0,2,0.91,59,46,10,0,0,147,.620,0,1,0,0,12,1.12,.000,15.52,4,1.50,5.28,3.52,4.70,3.52,0.59,4,2,0,0,3
Wyatt Olds,Boston Red Sox,26,13,0,10,15,5,2,0,2,20,7,0,11,1,.196,56,.297,.339,.636,1,4,.800,.200,2,266,1.20,15.0,2,0,0,1,1,1,2,1.20,64,45,13,0,0,171,.640,1,0,2,0,19,0.67,1.000,17.73,6,2.86,12.00,4.20,6.60,3.00,1.20,7,0,0,0,0
Mason Miller,San Diego Padres,27,63,0,38,36,12,2,0,3,123,23,1,33,2,.144,229,.227,.192,.419,2,8,.800,.200,2,1090,1.21,67.0,5,2,37,40,0,3,9,0.84,255,201,63,0,0,713,.650,2,0,5,0,44,1.06,.714,16.27,54,5.35,16.52,3.09,4.43,1.61,0.40,14,3,0,0,1
Alec Gamboa,Boston Red Sox,29,19,2,36,26,5,6,1,1,21,9,0,22,1,.216,102,.281,.324,.605,0,1,1.000,.000,6,397,1.21,29.2,1,0,1,1,2,0,4,1.04,115,89,19,0,0,261,.660,1,0,0,0,33,1.38,1.000,13.38,11,2.33,6.37,2.73,6.67,1.52,0.30,8,5,0,1,2
Louis Varland,Toronto Blue Jays,28,70,0,82,49,20,8,0,2,95,23,1,55,0,.199,277,.257,.249,.506,2,6,.750,.250,8,1225,1.29,77.0,5,6,34,36,5,2,11,1.01,304,231,70,0,0,821,.670,0,0,3,0,69,1.67,.455,15.91,52,4.13,11.10,2.69,6.43,2.34,0.23,34,5,0,1,3
Yerry De los Santos,New York Yankees,28,15,0,23,22,7,1,0,2,15,8,1,16,0,.216,74,.293,.311,.604,0,2,1.000,.000,2,315,1.35,20.0,1,0,0,0,0,0,3,1.20,84,60,15,0,0,208,.660,0,0,0,0,23,1.05,1.000,15.75,3,1.88,6.75,3.60,7.20,3.15,0.90,12,1,0,2,0
Brian Fitzpatrick,Milwaukee Brewers,26,5,0,8,7,2,1,0,0,5,3,0,7,0,.259,27,.333,.296,.629,0,0,.---,.---,1,109,1.35,6.2,0,0,0,0,0,0,1,1.50,30,20,5,0,0,71,.650,0,1,0,0,8,1.14,.---,16.35,1,1.67,6.75,4.05,9.45,2.70,0.00,2,0,0,0,0
